#{"t_start": 1747015659.7748742, "env_id": "None"}
r,l,t
-652.058014,672,76.698224
-580.580858,672,77.280215
-811.805924,672,77.864992
-542.668489,672,78.832528
-689.671037,672,79.53554
-594.821403,672,80.341034
-788.841221,672,80.940241
-874.764098,672,81.890831
-747.733557,672,82.456399
-719.392392,672,83.068256
-704.184891,672,84.003778
-632.77297,672,84.606972
-518.976703,672,85.217916
-583.364033,672,86.149453
-548.300121,672,86.764652
-601.844256,672,87.374037
-725.257561,672,88.29008
-669.880637,672,88.891877
-493.110347,672,89.499706
-535.015095,672,90.405119
-475.805394,672,91.013543
-732.454187,672,91.665979
-925.842295,672,92.743389
-655.082563,672,93.304358
-579.824618,672,93.907995
-707.150461,672,94.830213
-713.260293,672,95.42977
-739.860802,672,96.035417
-817.278309,672,96.951499
-825.855523,672,97.555377
-631.731444,672,98.2023
-539.418191,672,99.150313
-405.978157,672,99.754511
-762.445871,672,100.369283
-593.730296,672,101.272178
-828.670551,672,101.833707
-750.367236,672,102.614299
-709.06199,672,103.487384
-706.620293,672,104.033876
-600.201834,672,104.656846
-728.096408,672,105.64614
-842.077658,672,106.249284
-654.199618,672,106.857068
-531.244771,672,107.886578
-795.392003,672,108.454941
-730.462203,672,109.067976
-603.674486,672,109.959588
-915.241198,672,110.585845
-636.31363,672,111.220059
-515.490109,672,112.138469
-635.210878,672,112.947535
-818.723874,672,113.570734
-634.801697,672,114.504713
-483.250272,672,115.134442
-616.035192,672,115.913904
-787.960356,672,116.787876
-626.764251,672,117.449925
-864.921762,672,118.168977
-601.357549,672,119.050815
-768.324902,672,119.687425
-454.154942,672,120.308991
-617.902297,672,121.193427
-441.107068,672,121.776443
-812.966269,672,122.304161
-745.578025,672,123.208428
-581.94116,672,123.798117
-638.392611,672,124.346457
-546.591599,672,125.267808
-644.511579,672,125.906287
-711.919631,672,126.505138
-681.850416,672,127.307116
-744.038906,672,128.292152
-585.458564,672,128.8787
-639.729736,672,129.669175
-494.640195,672,130.657448
-911.409534,672,131.276078
-645.904344,672,132.055534
-553.529986,672,132.973563
-655.995154,672,133.700645
-867.863037,672,134.487139
-875.960786,672,135.383794
-1012.806404,672,136.037293
-806.863825,672,136.795227
-823.542493,672,137.756381
-850.502886,672,138.746513
-749.043494,672,139.607935
-776.630307,672,140.718976
-681.4999,672,141.33946
-723.549037,672,142.083746
-839.847177,672,142.940995
-730.004196,672,143.553141
-664.509575,672,144.21014
-1204.650119,672,145.153313
-616.496169,672,145.772541
-909.611852,672,146.314657
-630.650791,672,147.24828
-526.063436,672,147.789391
-903.208162,672,148.447937
-464.882792,672,149.576535
-635.958788,672,150.160325
-608.778908,672,150.825957
-734.077732,672,151.812038
-716.134287,672,152.425114
-693.708077,672,153.181307
-591.126331,672,154.127697
-1015.743962,672,154.702787
-876.563101,672,155.43394
-639.041651,672,156.339602
-754.180645,672,156.957208
-979.332032,672,157.666493
-699.026492,672,158.614892
-625.963439,672,159.441097
-629.28314,672,160.168837
-733.677357,672,161.154163
-472.276908,672,161.787782
-937.822048,672,162.524722
-998.701906,672,163.594302
-794.115985,672,164.407913
-719.596115,672,165.040147
-848.428324,672,166.117138
-547.651944,672,166.773278
-604.491421,672,167.596072
-567.234705,672,168.568706
-556.882819,672,169.193732
-456.282523,672,170.014266
-729.459185,672,170.97769
-747.680138,672,171.66184
-738.87894,672,172.426775
-649.447826,672,173.473924
-681.776347,672,174.123445
-584.015852,672,174.795852
-764.653133,672,175.860269
-556.862714,672,176.43245
-759.826869,672,177.185641
-733.028686,672,177.780663
-779.258503,672,178.707937
-662.639041,672,179.442556
-438.775037,672,180.013226
-562.558683,672,180.95225
-721.127996,672,181.711978
-889.287413,672,182.191996
-985.784788,672,183.148403
-477.18355,672,183.884533
-649.154999,672,184.577309
-623.290099,672,185.651125
-528.550505,672,186.300869
-709.808303,672,187.046346
-534.880976,672,188.185173
-540.987592,672,188.901504
-568.980116,672,189.702431
-734.731091,672,190.652334
-627.989548,672,191.391612
-694.671958,672,191.983478
-455.631778,672,193.099983
-561.338646,672,193.900189
-751.095138,672,194.445922
-733.14024,672,195.561702
-574.30691,672,196.257619
-673.493649,672,196.886326
-747.458676,672,197.995507
-583.359243,672,198.818995
-605.122711,672,199.587724
-705.086422,672,200.594181
-749.779833,672,201.240351
-628.344417,672,202.000966
-671.59472,672,202.973683
-739.66481,672,203.802137
-674.454108,672,204.653183
-957.562188,672,205.625969
-905.646864,672,206.29384
-632.131616,672,207.066236
-753.719378,672,208.092534
-668.247153,672,208.741855
-510.127931,672,209.523689
-911.241589,672,210.585918
-591.389093,672,211.343252
-449.097052,672,211.966087
