#{"t_start": 1747014375.8002188, "env_id": "None"}
r,l,t
-254.969796,672,44.082373
-435.333886,672,44.551627
-317.89262,672,45.239035
-434.334334,672,45.646899
-329.00384,672,46.050973
-494.204345,672,46.720096
-625.890694,672,47.12138
-499.735199,672,47.531487
-357.138152,672,48.263967
-775.166307,672,48.627617
-598.91429,672,48.971125
-482.602159,672,49.611658
-369.381254,672,49.972654
-313.820652,672,50.293535
-467.980562,672,50.915305
-481.727282,672,51.257656
-416.859758,672,51.628487
-336.69643,672,52.296061
-411.655289,672,52.651057
-419.003369,672,52.996916
-389.576443,672,53.72151
-529.828035,672,54.060563
-458.759278,672,54.400286
-396.344515,672,55.017917
-396.859899,672,55.405709
-672.387083,672,55.740241
-411.199138,672,56.424357
-469.6642,672,56.747854
-289.069036,672,57.096126
-327.974437,672,57.443314
-335.934891,672,58.082377
-311.683832,672,58.472558
-393.632729,672,58.855124
-379.3925,672,59.578814
-397.089469,672,59.977273
-351.780594,672,60.362159
-343.854929,672,61.053453
-407.239239,672,61.433272
-314.585957,672,61.780251
-377.295344,672,62.491096
-322.767601,672,62.913707
-409.237442,672,63.287493
-462.631321,672,63.993839
-435.621845,672,64.352808
-285.873991,672,64.767056
-316.156026,672,65.529688
-460.380178,672,66.021265
-423.606202,672,66.573267
-286.927022,672,67.353923
-361.638753,672,67.8679
-329.506962,672,68.265221
-414.705046,672,68.977873
-362.655341,672,69.34236
-429.464281,672,69.731367
-580.265627,672,70.488527
-511.025612,672,70.861512
-537.482752,672,71.238106
-401.435646,672,71.932124
-470.531879,672,72.334455
-345.068734,672,72.717641
-344.89809,672,73.560279
-388.36681,672,73.950185
-411.850235,672,74.522312
-453.390559,672,75.251369
-331.278857,672,75.781111
-372.652323,672,76.145755
-359.854137,672,76.875539
-473.463093,672,77.291003
-364.364097,672,77.72993
-334.375329,672,78.485199
-365.126646,672,78.902344
-303.76111,672,79.405441
-389.253942,672,80.061068
-184.537228,672,80.500521
-376.605253,672,80.927527
-361.834761,672,81.698555
-445.137135,672,82.134072
-578.257616,672,82.575541
-679.819376,672,83.343343
-670.462231,672,83.765136
-757.160885,672,84.204821
-888.054653,672,84.990591
-529.15439,672,85.40874
-482.793102,672,85.837019
-1019.844058,672,86.623313
-525.322492,672,87.034847
-462.240377,672,87.415282
-401.382224,672,88.201097
-373.385859,672,88.624864
-380.851939,672,89.009741
-397.267879,672,89.793184
-377.169928,672,90.216934
-466.377438,672,90.598333
-470.93771,672,91.030264
-345.497892,672,91.804961
-247.619948,672,92.239623
-512.040624,672,92.684007
-466.195275,672,93.488261
-364.987265,672,93.931165
-374.131101,672,94.363463
-439.5639,672,95.163201
-472.258981,672,95.579361
-478.26158,672,96.010616
-412.81548,672,96.781523
-332.423095,672,97.155613
-420.274895,672,97.601648
-302.371284,672,98.389094
-523.111138,672,98.763539
-469.469656,672,99.192852
-371.526681,672,100.112239
-427.436157,672,100.486647
-373.447052,672,100.934612
-372.286854,672,101.674026
-411.417409,672,102.086192
-370.637095,672,102.526068
-450.172851,672,103.257445
-363.540618,672,103.67097
-423.46865,672,104.175401
-436.858769,672,104.857773
-450.570031,672,105.28148
-417.815952,672,105.770953
-514.102532,672,106.466066
-534.873685,672,106.896162
-518.688032,672,107.380737
-504.184153,672,108.065515
-498.233135,672,108.491041
-373.238011,672,108.980785
-470.799251,672,109.670888
-445.231057,672,110.103247
-582.730712,672,110.564172
-491.698031,672,111.289555
-428.506627,672,111.703692
-359.757247,672,112.153279
-467.947373,672,112.870927
-519.864484,672,113.29547
-352.201356,672,113.739913
-438.464542,672,114.505455
-260.065188,672,114.923632
-447.505365,672,115.370189
-503.008817,672,116.151157
-494.465162,672,116.563443
-423.5586,672,117.012689
-450.712747,672,117.773739
-618.884047,672,118.201222
-629.480659,672,118.643464
-610.79704,672,119.430764
-632.405661,672,119.856713
-384.773062,672,120.292312
-455.66539,672,121.109343
-436.648254,672,121.535143
-350.101749,672,121.980006
-402.432346,672,122.815049
-397.963531,672,123.232721
-455.596009,672,123.622785
-494.049104,672,124.459168
-564.688542,672,124.823635
-491.234642,672,125.326782
-429.753114,672,125.701391
-483.118436,672,126.533724
-367.347207,672,126.989782
-413.063399,672,127.437477
-380.449101,672,128.275855
-306.150948,672,128.723194
-315.861523,672,129.232308
-543.895403,672,130.017874
-488.051446,672,130.472479
-461.078176,672,130.921254
-421.369033,672,131.750185
-584.821154,672,132.151917
-448.77637,672,132.667366
-360.113689,672,133.409771
-592.986495,672,133.825072
-478.518436,672,134.340794
-540.842616,672,135.047358
-537.839313,672,135.539042
-391.091732,672,135.96388
-433.760258,672,136.717929
-316.739649,672,137.224723
-404.424636,672,137.619978
-346.845331,672,138.353741
-306.34097,672,138.884646
-304.05467,672,139.281178
-287.734528,672,140.044456
-348.659481,672,140.72561
-327.071262,672,141.126059
-352.239324,672,141.879359
-441.666368,672,142.397893
-485.122855,672,142.808006
-437.501431,672,143.563152
-310.178547,672,144.010014
-442.059483,672,144.541255
-284.527065,672,145.238922
-423.881609,672,145.700602
-420.077407,672,146.221411
-417.924641,672,146.994879
-370.568252,672,147.453244
-495.312827,672,148.000307
-378.464322,672,148.747507
-449.610768,672,149.219084
-522.715482,672,149.743202
